2017-12-27 17:44:02+08:00,QOEObb,41.917628,123.289772
2017-12-27 17:44:02+08:00,D56lBR,41.919539,123.293149
2017-12-27 17:44:03+08:00,vBGwZ0,41.929611,123.328897
2017-12-27 17:44:03+08:00,BKGAPy,41.921424,123.344858
2017-12-27 17:44:03+08:00,zDZnOp,41.919109,123.346615
2017-12-27 17:44:03+08:00,GxND8a,41.919426,123.348102
2017-12-27 17:44:03+08:00,NwPLVM,41.919392,123.348117
2017-12-27 17:44:03+08:00,p3bzlq,41.919441,123.348278
2017-12-27 17:44:03+08:00,zDJOJl,41.919613,123.34849
2017-12-27 17:44:03+08:00,bJAVJY,41.919611,123.348525
2017-12-27 17:44:03+08:00,gRLMrK,41.915138,123.343189
2017-12-27 17:44:03+08:00,YJaEnJ,41.92015,123.350942
2017-12-27 17:44:03+08:00,QOEw32,41.919811,123.352289
2017-12-27 17:44:03+08:00,D5nXE7,41.919805,123.352485
2017-12-27 17:44:03+08:00,EXxR68,41.919817,123.352569
2017-12-27 17:44:03+08:00,evKZz3,41.92294,123.356283
2017-12-27 17:44:03+08:00,nkmwEr,41.923005,123.356398
2017-12-27 17:44:03+08:00,ozKdOV,41.920514,123.360753
2017-12-27 17:44:03+08:00,reaVaR,41.919854,123.366723
2017-12-27 17:44:03+08:00,YqndD2,41.920512,123.374838
2017-12-27 17:44:03+08:00,3XQALm,41.920517,123.375154
2017-12-27 17:44:03+08:00,Z5Nrer,41.919823,123.370161
2017-12-27 17:44:03+08:00,D56VB4,41.920221,123.371487
2017-12-27 17:44:03+08:00,yBNlK7,41.920284,123.371648
2017-12-27 17:44:03+08:00,ozr2Kn,41.920452,123.372286
2017-12-27 17:44:03+08:00,26qmaJ,41.920489,123.37234
2017-12-27 17:44:03+08:00,dnaedy,41.922211,123.389978
2017-12-27 17:44:03+08:00,QObNNa,41.921189,123.386199
2017-12-27 17:44:03+08:00,yBNxRp,41.921323,123.385934
2017-12-27 17:44:03+08:00,QOE5o4,41.92182,123.385026
2017-12-27 17:44:03+08:00,ZZ2zJz,41.924021,123.377531
2017-12-27 17:44:03+08:00,0nx8mx,41.920595,123.379663
2017-12-27 17:44:03+08:00,0ngV0l,41.920589,123.380703
2017-12-27 17:44:03+08:00,nDvrYg,41.920537,123.378717
2017-12-27 17:44:03+08:00,A7wYkA,41.920542,123.378541
2017-12-27 17:44:03+08:00,E5EY62,41.920534,123.377808
2017-12-27 17:44:04+08:00,260oRJ,41.920534,123.377873
